feature1,feature2
5.903366673940333,-2.711137373290977
4.39980079117798,-1.1466180494491236
6.941981749815448,-3.970175104172193
3.58344055697929,-8.61459822525942
7.442350887800261,-2.0092166634453514
7.806972747551729,-1.6609949355597102
11.810593391828448,-0.869684164148135
1.4390459067724435,-8.690293034363899
3.122820375010287,-8.58595513119736
12.407358948882276,-2.3512668762319726
5.066153763835906,-3.7935675370838187
10.892160378061833,-4.826882450967614
9.385528658515984,-1.0570352194052837
11.596791454499417,-4.759069343437997
1.1670085264252412,-7.985072816739794
0.6159652286492379,1.1098531983351898
11.95646910897469,-2.6848610877148746
7.375933771167894,-5.231380054512821
-0.020496875243853463,-0.7681398323435786
2.5232036062661374,-4.631835413226609
7.073168998552459,-1.777663851623775
3.8231143863899515,-8.885219271505107
3.7970657056508745,-8.745382192176548
3.2904317487209425,0.46009263442494897
0.7989740892611374,-1.447248497201856
1.162215824165807,-0.7147922400512741
9.447165482306831,-0.6723169589207392
2.0095020804105856,-9.25542349010605
11.62625926333218,-3.3595001773896307
0.8067257109108232,-8.408865364449603
2.3591095986036743,-8.924776498730855
1.1569082929713326,-0.7999348382821287
