feature1,feature2,cluster
0.6630479053356686,0.16365072610275333,0
0.6439524238978356,0.13705238465905678,0
0.6463122926049456,0.16602913522095397,0
0.6333463302148017,0.15583211135321484,0
0.644830280041106,0.17284627917429307,0
0.6617457646081987,0.10767085586800373,0
0.698054577330816,0.12024253194369527,0
0.7294561241657332,0.13167653575100025,0
0.7231048682513398,0.12238303294629305,0
0.7176589421678783,0.11818482298458877,0
0.73664726467586,0.16657217770061472,0
0.7606074079006525,0.18338638418109843,0
0.6773393402777343,0.08445127245165773,0
0.9626078136743187,0.34666184037976566,1
0.9886585410336193,0.34675085470817635,1
0.9800336200796744,0.32400469339441496,1
0.9537631330685256,0.31680221906910455,1
0.9264108650824214,0.3333773404300596,1
0.9123814964043303,0.3107124143624357,1
0.902513843248535,0.28643532791235427,1
0.9027208621353213,0.25723194257255155,1
0.9179205948120064,0.2803637454777367,1
0.9433640659169429,0.29450136558826834,1
0.9303564288538264,0.2768877433328518,1
0.9351735305755567,0.3354795425773095,1
0.9435408124608181,0.36636316242769096,1
0.9415343397945868,0.37466973140529114,1
0.9672731559088386,0.39381594285833865,1
0.9836946675965228,0.3954650707080696,1
0.9917509922936076,0.2350578956056456,2
0.9604259435683609,0.2183915559382873,2
0.9606264182681814,0.1974370303809594,2
0.9891695075725461,0.22933339247863926,2
0.13623432201904695,0.5441362876381798,3
0.1259045844219303,0.5387951894360982,3
0.10557763078291305,0.5648641648679914,3
0.1666954337865616,0.566975747284496,3
0.19520152534907897,0.5510805727250121,3
0.20379341433434728,0.5523959349222336,3
0.5181763468258455,0.7668551062985054,4
0.5252702494018787,0.776293912950673,4
0.5473468837583322,0.7500021127817518,4
0.5486125676071971,0.7128721518849348,4
0.53980643264281,0.7616607967102049,4
0.9338501433185797,0.08970338278592749,5
0.952505016049468,0.08633181645504406,5
0.9687907477453648,0.053806389706302915,5
0.991852047499383,0.05785964440030311,5
0.9224532017990125,0.08384577446107366,5
0.9044029202729448,0.09041975662214607,5
0.9156749240618217,0.12367145517613698,5
0.9415504467730573,0.13991477151371756,5
0.9315990201849987,0.12854730794596136,5
0.9372901823171454,0.1010664457084598,5
0.9759829908114664,0.12530950136429775,5
0.9860395809636378,0.12462174410678672,5
0.9080092261160362,0.057300534951755244,5
0.9030463113381884,0.04905917212119215,5
0.8978108204605194,0.04010323433090479,5
0.861907886783107,0.047706208496565594,5
0.8462893556925076,0.07946134309659814,5
0.8390216876792526,0.02706492933723037,5
0.8807474135076996,0.010315084145431253,5
0.9063162204221892,0.028733846121678064,5
0.9292340461149354,0.029214231081925,5
0.9294690887189134,0.02838052481571085,5
0.9222048186937695,0.0031527757770263287,5
0.2351804976169889,0.23898637194265104,6
0.21208083139141454,0.26729316832645944,6
0.18058988238275897,0.2758065539982788,6
0.17407204806712828,0.2905840977853211,6
0.176760319014708,0.3007089309786517,6
0.16761374457164857,0.3137399606540817,6
