feature1,feature2
0.1610098362434006,0.49022416845961236
0.8449703865444591,0.9735717651794784
0.5036425475503867,0.052576188879473795
0.29083106102924083,0.4844569153016518
0.4654011474967983,0.7880207393446127
0.8824036499984311,0.34163777616843605
0.7465297396825045,0.3901424976236234
0.40996057444006573,0.5119433592810978
0.045481568465384314,0.8195434125611254
0.10562415307019901,0.28490878677528264
0.5527649478211323,0.46139895496793937
0.38716863705192983,0.4537004222056049
0.4946589197566045,0.5494705818819027
0.3754892950997827,0.036272326794568155
0.11273641347072239,0.9844479895205511
0.24599855461400388,0.9415975530387546
0.5994304384802592,0.23094136238843166
0.7656162305996373,0.35243904383077984
0.3508023123603812,0.2685520118048411
0.623161384777541,0.9272487299803283
0.6436332925141953,0.23732392085738874
0.3683347239582552,0.9002561914211034
0.6563086309517814,0.6730235515428685
0.865897826926691,0.5484563371344526
0.31343675340085886,0.4625367885188232
0.5912815281789674,0.6773480199922466
0.631668909780285,0.987274265581981
0.6212314765588492,0.6484963394733001
0.420039362680669,0.6931986142623354
0.5827752235696255,0.9931031337764241
0.5827113614989466,0.41479195659050594
0.46386716011853857,0.6933550594970708
0.9863841429851598,0.9395906372601995
0.15430233265657745,0.7252663729508539
0.38615208845684734,0.7441370044402956
0.3369627473923882,0.4106221409987104
0.7846536271628384,0.26485737895719863
0.1168260089148001,0.9734974063648304
0.04391148077452289,0.8415359879702611
0.5229865901342987,0.8439239428139534
0.4289059471044482,0.9974109622621307
0.7500320620178234,0.5480936784057505
0.2655983362319444,0.9831339406428157
0.8691846284353743,0.6747124262821961
0.3926931406676183,0.01727272531182844
0.6797857333410201,0.26942989118265326
0.40076798099996924,0.6597442113088191
0.5378108117386575,0.3045112636953058
0.5153821122409081,0.4723791254252798
0.83152381014862,0.2470391646771508
0.46029840557625146,0.09919702734406921
0.14866802125292078,0.24124346158653442
0.7855633110337744,0.8555168335274828
0.419214878465759,0.9079429852967641
0.8796781873248478,0.19124875092238802
0.015456051150818495,0.37901324152236826
0.7400537414737214,0.8570617754916238
0.25456213921211024,0.5254388569695142
0.8456232454457226,0.9823235060091401
0.5507159740416879,0.9729119152155058
0.4783657044050983,0.03359993200147271
0.26701189619284127,0.8749263426384937
0.4777897521353772,0.7769869670025443
0.2613763366468642,0.5220126522791594
0.36396781300958736,0.6636299543393858
0.8304171758203546,0.4313593736011826
0.994715450751571,0.5785109999166674
0.13782687945281946,0.6180010238283985
0.7135842944955014,0.66620965255547
0.1656287061222449,0.513211217873101
0.7894106003995638,0.22912990202758132
0.5776403427830058,0.22472565263632927
0.05858751820591068,0.20249506757971092
0.6977816055473484,0.889215240458711
0.45444019091549215,0.9874233146141624
0.9603928947662713,0.9379106231785674
0.5054780858742878,0.496446718955492
0.6558309613225692,0.2760542092960008
0.7638262084472527,0.9904782529029064
0.643240227040869,0.8877560525784612
0.5627553803778818,0.5089896460440105
0.7493280683142827,0.9087926685750903
0.7402753972435658,0.8246517188551145
0.3193637087714748,0.6844789973460933
0.644143536068335,0.38074848963511654
0.38925159864732983,0.19238784345123638
0.1662925478011391,0.43493724453228777
0.5556125638061096,0.37642024452954315
0.8196876526858328,0.6844910250996779
0.24629816677077654,0.9205376575629666
0.5429582994449567,0.28552205476997217
0.5905258839264161,0.49977719698948164
0.5227689497653681,0.9139353628276133
0.7904891289991803,0.39507549886556514
0.4695694930093637,0.9281380105616983
0.5111626465612981,0.9580022438905662
0.0196988659707773,0.7137120792318457
0.6956732900330462,0.8667804239662839
0.41790894473513907,0.9118768584324523
0.197106813133201,0.7900115006091719
0.38770822445994335,0.3570967475164035
0.8198412515815541,0.17343478972964133
0.5856942685216577,0.4066901016252007
0.807454715860052,0.4935616367989356
0.3587081287201159,0.39143098440621626
0.5404564671605755,0.837436486410459
0.4728798593634689,0.8899992732442656
0.6054627234887969,0.8587811293593693
0.32222295235194676,0.11388013104685935
0.19577125677002505,0.9941936842973615
0.8597553493778324,0.24473725573165206
