feature1,feature2
-0.8326392650043288,0.6445670523072058
-0.09789018195413517,0.4126383161129439
0.04685482493661578,0.5750288983048433
-0.7610034339357094,-0.7991227147469717
0.42767018811342056,1.0212760877740479
-0.693904857161398,-0.8253913624832657
0.2231720235061591,-1.06382456561833
0.589024361710238,-0.7139653791537964
-0.7922835700432419,0.6111769403028897
0.2500139931797427,-0.30747224406040424
-0.8811396009456481,0.24359321866887035
-0.9345492011375078,0.31068736854809076
-0.45921967491675997,0.7848021867471198
0.9293907056477707,-0.3254318020189513
0.36324329957316936,1.007811371395727
1.068511080424202,0.14993417366457923
0.9759739044847642,-0.08482846645715983
-0.25716286112047015,-0.8304577408633529
-0.8055926114166347,-0.5372469740595553
-0.8966996120642944,-0.2840943140620703
0.8272905355324259,0.3328667832433532
0.3327821338148198,-0.3127651453686908
1.000010464652436,-0.3090263766514407
-0.03229327306970592,1.1037014528248483
0.14122063311217375,0.5917901579947218
0.6161853113854209,-0.8938925487916489
-0.3320490473255805,0.21750388141082078
0.26379098191596123,-0.2937759937855605
0.387494456023897,-0.21635832905549457
0.7684269350200257,0.6505934251608652
-0.9805027118560969,0.32250646993688903
0.8537822992188622,0.25671973791271285
0.36242067915865384,0.07868183608023613
-0.9799683958168507,0.5371661030942605
0.9055645952922386,-0.3769182068801043
-0.8674339666029631,0.5946406928364948
0.17428118670129433,-0.2955484828447107
-0.1159610117650396,0.41910727309526147
-0.7670174905132685,-0.60549774025092
-0.8841149637130902,0.6121046067072209
0.7931957570719911,0.4216674117411373
-0.9371025694398518,0.5702333788576963
-0.04401400579398634,-0.9949220373579231
0.07149409637778216,0.863605391635741
-0.41258020461421696,-0.9230328401492287
0.8071108122004913,-0.6681671226027261
-0.9796190910614684,-0.33949358516866357
0.1338549871339632,0.6015818203923988
-0.8510604417979152,-0.6744952453871006
-0.966152671713751,0.23792691521147313
0.9161560469883514,0.19571346670042902
0.3124556245184432,0.4698209921321782
0.07504240239188827,0.9848744289489425
-0.9115509178700818,-0.2968077062341838
0.9497895179276813,0.23664093613312426
-0.7999419765259427,-0.5472816513509731
-0.022503437108690502,-1.0217137054806307
-0.935015039810099,0.16181008203404407
-0.09251361720212312,-0.600108975765478
-0.9386934217567099,0.38147496421840726
-0.5217514423938568,-0.7820150824421547
0.9524175572184659,-0.10780165743723358
-0.01873610244879055,-1.1540576534628049
0.274915238941849,0.5212238301601302
0.9438595500020064,0.43159243836821537
0.02649360139825463,1.10369551654208
-0.7093723563225312,-0.7462895065700899
-0.17041639114958176,-0.8494295524310322
-1.0691653162574961,0.017826544558572355
-0.9798497723108295,-0.14962532696802375
-0.694218661827208,-0.6757413851254489
-0.4116429996584833,0.988098583879688
0.9025990912567473,0.3974074279678691
-0.9347982560401372,0.37507383993789845
-0.8040976516504483,-0.42754481268265876
0.9354065292502476,-0.2509243896245978
-0.8623398221817267,-0.5526430897791005
-0.7623359477140278,-0.7182933959540848
-0.17817150679436317,0.965519285378818
0.03862078006685078,0.37414141637975523
0.6154909932242549,0.8901738028219764
0.2513274448933405,-0.9297099839630026
0.21585379635567975,-0.5130250524693514
0.7994570815457477,-0.7444397894387916
-0.7611764617851782,-0.6295660860047251
0.7390289504103,0.7540884128253823
0.38093895710130415,-0.14516054340986623
0.8280230242453928,0.3542943501092707
0.3324144081249142,0.8423592345957048
-0.5501857563887814,0.8048219470594533
0.7796430047317545,0.666594949836601
-0.29247493527933044,0.5165884845066213
0.3299911762172625,0.9192179458919659
0.3987868452823454,0.14745603713000116
-0.5923252591482662,-0.014841117011042966
-0.44515466173862256,-0.9475736572130716
-0.397760433989601,-0.8200684310918186
-0.20562797213161715,1.0316797525747716
-0.8507309058322172,-0.6355090885756924
-0.9675371841751622,0.22281787719841978
0.927540633690808,-0.2628306299866059
-0.03795179716616162,0.5949161012249765
0.9779010876575376,-0.39792053072748745
-0.9983579454372773,-0.10119959372735857
0.9019468260868022,-0.4033685291187525
0.22460207028844983,0.9356738172185131
0.25387928274780597,0.30834956277316644
