feature1,feature2,cluster
4.053951981379509,-4.320979764348208,0
3.8308033327739333,-4.295588747256472,0
3.6226246817693024,-3.996011126379778,0
3.778394197267815,-3.642847109976832,0
3.6224249754781432,-3.2934369029984145,0
3.295010077889477,-3.2063219220287045,0
3.0171673144943107,-3.491885673939544,0
2.580377013686223,-3.448827935988292,0
2.3108395665259924,-3.200007369685342,0
2.0725173666933556,-3.1211587616457748,0
1.7507934763641584,-2.985479653430408,0
2.0967961762116443,-2.62827407989708,0
2.514242088278264,-2.5293643810320168,0
2.6777329951468705,-2.4306308731093442,0
2.6763851629398983,-2.313567723965436,0
2.818555946952233,-1.8819871529184473,0
3.356102139486186,-2.0049145055950035,0
3.267631377813011,-1.571992903601561,0
3.2145511125139774,-1.9479687932293905,0
3.197264643605411,-1.9144308357747541,0
3.320568102124863,-1.8709222316624374,0
3.0409604666153545,-2.2303916558419354,0
3.1088003109323306,-2.6139155525210898,0
3.668798283400579,-2.643563046069268,0
4.036808589349206,-2.693451291718782,0
4.308380607176651,-3.049785326070619,0
4.74048014241589,-2.8837070558533235,0
4.603467555767845,-3.0483815850127476,0
4.7817520214123626,-2.739879850988998,0
4.985863642596517,-2.9255467595717803,0
5.068211589474554,-3.1402919422058853,0
4.410850089443983,-2.5075514972496054,0
4.150898503664378,-2.667052458696389,0
3.8733931926565512,-2.9797935091648724,0
3.482515005017018,-2.75766335871429,0
3.0885038568024323,-2.8450563863649414,0
3.145294889310918,-2.999462858394005,0
3.337899630586556,-2.7649788142485625,0
3.379683264906517,-2.7992594732335165,0
2.8770927251787084,-2.852509174412834,0
2.4595636834188803,-2.5571232691428505,0
2.617342525324464,-2.2573184481733346,0
2.259595376821199,-2.0167846681364083,0
1.9050451823559582,-2.3722686027122135,0
1.4892033522230277,-2.305153941406509,0
1.6177257714179083,-2.2214946199257093,0
1.9583453190322817,-2.0183445838196303,0
2.243910623624093,-1.9869743630317689,0
2.1512835170342224,-1.8657930615093723,0
2.258876898353482,-2.0293140293866343,0
2.622935886159811,-1.818736776330279,0
3.0282240180666684,-1.5560476281965727,0
3.1530917878972327,-1.880233718954754,0
2.627065740834039,-1.9606827730005953,0
2.1852019673324494,-2.021175637420761,0
1.8494138347843252,-2.384695636752019,0
2.2163534129994984,-2.3796039851598643,0
1.7238596265742112,-2.295981414386513,0
1.8534617583631494,-1.9340471986308034,0
2.2243178725733066,-1.6814007672420663,0
2.478944412179462,-1.355034870133699,0
2.4112974926869755,-1.079454341056575,0
2.191553484039975,-0.7146869688849491,0
2.0978910029080633,-0.41600487534552677,0
2.533383408081456,-0.19973437325626353,0
2.622668432746566,-0.6376280543553625,0
3.0105076398838713,-0.5596828474377518,0
3.4778249760401603,-0.31061758830454256,0
3.244870772152429,-0.19062774309604524,0
2.941711172120989,-0.39180495127799153,0
3.111379514981117,-0.45162770201897917,0
3.598284325428854,-0.5912553302502297,0
3.515949701273314,-0.8821254696506038,0
4.12472621775048,-0.6772833310278406,0
2.853678003575854,-0.9909742223722746,0
2.4598554223253974,-1.3205481141356556,0
2.877233907402455,-1.5794676130920613,0
3.299450697817319,-1.8635784808252258,0
3.442974815736945,-1.751351094541481,0
3.904171865490057,-1.646297263782419,0
4.3916041032351085,-1.6416207758903076,0
